book_title;Status;author;page_count;reading_time_hhmmss;rating;finished_at;country;genres;amazon_url;reading_time_seconds;cover_filename;URL;ISBN
Walking the Talkin - A Cultura Através do Exemplo;finished;Caolyn Taylor;479;12:00:29;4.5;21/05/2026;EUA;Comunicação, Negócios;;43229;walking-the-talkin-a-cultura-atraves-do-exemplo.jpg;https://www.amazon.com.br/Walking-Talk-Cultura-Atraves-Exemplo/dp/8577736970/ref=sr_1_1?__mk_pt_BR=ÅMÅ_ÕÑ&crid=3194BSVJWL3WF&dib=eyJ2IjoiMSJ9.5tCEId16EZYDlSy3abniZQ.njJ6094rIn63TGtU9duIlv1Wl4QgWkvHW3IXR-neK0Q&dib_tag=se&keywords=walking+the+talking+-+a+cultura+através+do+exemplo&qid=1784395583&sprefix=walking+the+talkin+-+a+cultura+através+do+exemplo%252Caps%252C263&sr=8-1;8577736970
A morte de Ivan Ilitch;finished;Leon Tolstói;96;01:33:16;4.3;18/06/2026;Rússia;Clássico, Filosófico;;5596;a-morte-de-ivan-ilitch.jpg;https://www.amazon.com.br/morte-Ivan-Ilitch-Lev-Tolstói/dp/8573263598/ref=sr_1_2?__mk_pt_BR=ÅMÅ_ÕÑ&crid=2AFTDRYP0UYO7&dib=eyJ2IjoiMSJ9.jurt51PKgZ_ZVQDuEiToB63AvsVI3zNUysXyFV6uv5ZY2FK87KKCkQa4PRycXKu6ZGcoDbZex9m7cDZ58XOaMGqTFES24SZszFonXQ-dQmNhM6amFQgXKde7LpsyPOIOhzu8kg8uelm5x3ZU0yis0cWPlIaCwtqOqfZcS28-KWwlUkpqwifG--2Eudih81xVh8zkRcHHDNo_Vs6VffDF1eGdNeb38uoMpEQOz0jcdku_TZCpdlv71RBoK8cn1hGj62Yyw6CUlC9zTLiXvCnosYgcEfj5gYfBv5VjYluJj6U.NmQm4-ChJQ_VHTEKSL-2YOxOLpKq4d1ULmp05mlAtO8&dib_tag=se&keywords=A+morte+de+Ivan+Ilitch&qid=1784395607&sprefix=a+morte+de+ivan+ilitch%252Caps%252C263&sr=8-2&ufe=app_do%253Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9;8573263598
Do que eu falo quando falo de corrida;finished;Haruki Murakami;152;06:16:55;4;21/12/2025;Japão;Memórias, Não Ficção;;22615;do-que-eu-falo-quando-falo-de-corrida.jpg;https://www.amazon.com.br/Do-que-falo-quando-corrida/dp/8579620279/ref=sr_1_1?__mk_pt_BR=ÅMÅ_ÕÑ&crid=DTCS04X0TAPU&dib=eyJ2IjoiMSJ9.wyNct4qFL57UQvIEqBFjNcOdn47Ijxzo_qIHi7qYeEybdyqABSgsBlSgLZbg7V6QCAWdYlZnuMeDC4ELHxHAsw.gJVyYRYHFKD6BDrIWSoQJsWSDpyuOavLdAelBmFjzo8&dib_tag=se&keywords=Do+que+eu+falo+quando+falo+de+corrida&qid=1784395630&sprefix=do+que+eu+falo+quando+falo+de+corrida%252Caps%252C279&sr=8-1;8579620279
Água Fresca para as Flores;finished;Valérie Perrin;480;14:30:15;4.9;27/02/2026;França;Ficção, Drama;;52215;agua-fresca-para-as-flores.jpg;https://www.amazon.com.br/Água-Fresca-Para-As-Flores/dp/6555602309/ref=sr_1_1?__mk_pt_BR=ÅMÅ_ÕÑ&crid=3OO6OHX6EHF3H&dib=eyJ2IjoiMSJ9.nVDb_GrvkYKMKkQeHOPr1ZHDgB3ZUCyDckfKb6B6vJd1w6A2E3L0aX4w6xVb2AacER0DINBNShVRQJVWsVnymt4GzkEEKzqgwdEHVEf8wvD2fTRGeGmfZAkqdItuiA4ewf6zugDju5Dgo-z2FRWxZw.77wRlZiyz04NsBYTls1fYxuGXYYO1aPl6YdQmcFauN8&dib_tag=se&keywords=Água+Fresca+para+as+Flores&qid=1784395649&sprefix=água+fresca+para+as+flores%252Caps%252C294&sr=8-1;6555602309
O Segredo Final;finished;Dan Brown;552;22:48:49;4.5;04/06/2026;EUA;Ficção, Suspense;;82129;o-segredo-final.jpg;https://www.amazon.com.br/segredo-final-Robert-Langdon-Livro/dp/6555658398/ref=sr_1_1?__mk_pt_BR=ÅMÅ_ÕÑ&crid=R8QMLRDG9RHY&dib=eyJ2IjoiMSJ9.fiOCDYLm5rSBIAaJxAl8Soehr6OE5OvY5OZEt3jWpRb3oQOkzj-HbueIPNDeqxYjLj2auwmLTbVqPna4qLBnIpOyYq1gHIprfaSoas1kCwXzrttGRQarn-X4AXoF32SXk0YP4hqmHbcr-BnxN8lFLI5ONJMYSycuYoAIv_Q6LoHEp-8J3QIhBdYoNGA3y8Vo8kiXFgEv54zzwSBbIq6gQA4gl0XLSbYz9cfOvNrbBh_ooGH9yi7XIaj2gmjeGQFBiWDBtzYE7DxwUWh5iUNFFyfvg5C0nKg0fQCPgCSxG-c.x3s9PARjeQLehgmANMF8i-UJZQTZ4c-UyAN-5LE-oRY&dib_tag=se&keywords=O+Segredo+Final&qid=1784395671&sprefix=o+segredo+final%252Caps%252C276&sr=8-1;6555658398
Relatos de um gato viajante;finished;Hiro Arikawa;214;08:18:10;4;16/03/2026;Japão;Ficção, Drama;;29890;relatos-de-um-gato-viajante.jpg;https://www.amazon.com.br/s?k=Relatos+de+um+gato+viajante&__mk_pt_BR=ÅMÅ_ÕÑ&crid=196CM1IKGX87I&sprefix=relatos+de+um+gato+viajante%252Caps%252C294&ref=nb_sb_noss_1;
Evidencias de uma traição;finished;Taylor Jenkins Reid;140;01:25:20;4;12/05/2026;EUA;Romance, Drama;;5120;evidencias-de-uma-traicao.jpg;https://www.amazon.com.br/Evidências-traição-Taylor-Jenkins-Reid-ebook/dp/B09LJZN7GG/ref=sr_1_1?__mk_pt_BR=ÅMÅ_ÕÑ&crid=3L7DM711F63FS&dib=eyJ2IjoiMSJ9.wilFaUXCOpbrEa2Ju2zYV988Jt4Yzk4dZter3-mBjIsrRUTO0dy0WupL_xGl2QAOnetIw0xaYkhJLKvuZ8W8uL1Uyk_dOT-b2Kkay0j6eOoHuiKtqDt5bKC3ZxuY-347V0jQVR-hvNQ1SI5oAnCAvaCi6Tr98xHdEG43o8K5Dm9_6hG8TFZxH-mCnbq78Y_6mJVHgcT0h3uDR5cHZmh7Uofdxo_oeGorhuaz7lEtd7SEK35SdXPNhOasei-xBUS1U54UDqkvKP4HgUWnbSRQu4FYljRmlHvKIscAo4yCR20.cA7LgcmZMwnZwe6y2PkpMjwqvK8_LYaqWRs2RciP8co&dib_tag=se&keywords=Evidencias+de+uma+traição&qid=1784395696&sprefix=evidencias+de+uma+traição%252Caps%252C273&sr=8-1;B09LJZN7GG
A Desobediencia Civil;finished;Henry David Thoreau;80;03:18:23;4;13/12/2025;EUA;Filosofia, Política;;11903;a-desobediencia-civil.jpg;https://www.amazon.com.br/Desobediência-Civil-H-D-Thoreau/dp/8572839682/ref=sr_1_1?__mk_pt_BR=ÅMÅ_ÕÑ&crid=MYZXP65OYSPA&dib=eyJ2IjoiMSJ9.BRLixb7c9gv4JZw2A5yWtO-6lWiqHf47v4iA3GVEwGJUQKDeeohed0WlhEJ-cHezXtBqUTDLchuPekQ8dlVrQdMHes_bC_orLs0hLAVUjkS2GYVMKgCyuEEfoLMG5LwNWdOVniw2eM7AcI-ZEf-k6g53aQXMQZoz50bwxVn5eq3zkiFNmtd8BoaDSs-rEAJ4VQFNv38XdypaNqwNjGIELla8WOLRWRQcXtLCLgc9czVeibPmdxDgW0Ot5FkguDC83kkwuZfZllgwEUFDJQ41fD9HfryzYt4rMYEGyd9m2Fg.Bygr3B34BFHtINHAzvodp5r349zhNbqplD31xuqMN90&dib_tag=se&keywords=A+Desobediencia+Civil&qid=1784395709&sprefix=a+desobediencia+civil%252Caps%252C279&sr=8-1;8572839682
Walden, ou a vida nos bosques;finished;Henry David Thoreau;323;13:20:57;4.1;12/12/2025;EUA;Filosofia, Natureza;;48057;walden-ou-a-vida-nos-bosques.jpg;https://www.amazon.com.br/Walden-ou-Vida-nos-Bosques/dp/8552100134/ref=sr_1_1?__mk_pt_BR=ÅMÅ_ÕÑ&crid=3SIKRHW7H5T8F&dib=eyJ2IjoiMSJ9.eJ6WLNiMGSA2M6JTZpy45HfDBG-scQI_YS4uUdu-Ptt1yAzhZDVHotIN45kyB75A4s8Yx3S9hDHqQVgTPL7fTd5ECF2XzvrSgHh7FvZSPVnKFsB_GEHSRaVVhv6PuQ5vESZKYMx6H9TigXr2EioKvCfJALWT3yJ5Yttq5XiMOzxqtRHTkjLja9Ou98PDSeTwq1TKG8-ZSWIdgg5-8XPVw1RTkYOIvNnYrE2_bNzq2UvgxfNzIhKx091FqKTSPEsse1j_1-mmzll_4PZbmGga9g5zqkyzsDAGlpWkIcXIDhQ.yx7zwUbyEVJQEa1JR2iNUdDpF8GiMMWC9SZLj7qHZNU&dib_tag=se&keywords=Walden%252C+ou+a+vida+nos+bosques&qid=1784395730&sprefix=walden+ou+a+vida+nos+bosques%252Caps%252C274&sr=8-1;8552100134
Verity;finished;Colleen Hoover;291;12:01:36;4.6;11/12/2025;EUA;Thriller, Suspense;;43296;verity.jpg;https://www.amazon.com.br/Verity-Colleen-Hoover/dp/8501117846/ref=sr_1_1?__mk_pt_BR=ÅMÅ_ÕÑ&crid=H98BVUMFQF7G&dib=eyJ2IjoiMSJ9.WSo6UanQzlr7jZF7D8KPVHFn7ItqTZPWxtiGdZpgWeTmRFV2VYf6oUUtTwSPA2XqIN6k8OG2r9tQlcf8yoMaMNkSBTrOEl9kcq5TP-nQA9OrDcMRVrQeFVcdiCIC6ESa8omfOWJFEC1nXGmAeB3VK5aEJ8PQC06kzoLwbhBQgWE19wH3Vz1CrYRJJQmA7UFbOJVB6K-Rb2pc3QOzfHsit3dMSwzw4So0NMqScpOB2wWgk70J_2vufOSPm4ogFC8r6xW5JCAnDD3l4bO_dqWnOFMbYWJd3KMcj6PjnjGE7C8.JjnOMznjfRLADM28MAYyNt1RvNtsdz93YBx2xfWI224&dib_tag=se&keywords=Verity&qid=1784395743&sprefix=verity%252Caps%252C271&sr=8-1;8501117846
Insolitudes;finished;Tiago Feijó;104;04:17:54;4.5;28/10/2025;Brasil;Crônicas;;15474;insolitudes.jpg;https://www.amazon.com.br/Insolitudes-Literária-Edição-Prêmio-Literatura/dp/655322031X/ref=sr_1_1?__mk_pt_BR=ÅMÅ_ÕÑ&crid=3GN59DAUXQD08&dib=eyJ2IjoiMSJ9.ePB0g6eH6WK12VE52sbwh1DLHopZIBbSLwnM3uSsZp_QWDIlB_89NJZouKaJ7fwHmWl9yn6LL1RUwFTcxg0_jxCz82lfkjxt7FbTczNM5IhRnnmIwkxqsHVzbT7nbK8am0cKD1xgRW1v7aMNO3NcCg.yTgMdzze19p4gzcLIN62cBw7Km0GkifuEbXJrowKHyo&dib_tag=se&keywords=Insolitudes&qid=1784395755&sprefix=insolitudes%252Caps%252C281&sr=8-1&ufe=app_do%253Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9;655322031X
Knulp;finished;Herman Hesse;109;04:30:18;4.9;07/11/2025;Alemanha;Clássico;;16218;knulp.jpg;https://www.amazon.com.br/Knulp-Três-histórias-vida-andarilho/dp/6551140092/ref=sr_1_1?__mk_pt_BR=ÅMÅ_ÕÑ&crid=XOWU5DT5OXOD&dib=eyJ2IjoiMSJ9.N9dO4vSdmeCBl3i5XN_luMIVzKU3ol0IXgaSvmSwQ-E34ZXOyRBEfML9F0ZhIA3-npk7r9leJc_SWGObnhg9KhaXOMeJ_gJWig6mlHpWkzYroKkkZ8Fwyj0vOM515uVj9hZOM6ErPmXSeCYMM89f5Wk-5PGW5Fjp4908hICRMUxwN9gkRMShgUAfGCHp7H80VbEt-JsqSZs882i1QTFDBDPSmDeC6uyO7-JHH9R8ne6U86KvFwPe6S5GQdbQmBJnQZaZOkAuqXJzksPvohseg9EI3l6Dw4yRBibsg2jokuY.pJxsoR5K08D8ppxaI220iUTIdhroJ7GUjnriInv0tLc&dib_tag=se&keywords=knulp&qid=1784395769&sprefix=knul%252Caps%252C272&sr=8-1;6551140092
A última grande lição;finished;Mitch Albom;154;06:21:53;4.1;13/10/2025;EUA;Memórias;;22913;a-ultima-grande-licao.jpg;https://www.amazon.com.br/última-grande-lição-professor-verdade/dp/8543106141/ref=sr_1_1?__mk_pt_BR=ÅMÅ_ÕÑ&crid=KDFXO5APYR6P&dib=eyJ2IjoiMSJ9.-yHvLSh4AzSBa0XT-B0Y7sdn1c4G5lyIumq4lB016Sb8vc5BBB9WdpvCQ3PRKfxri7E12VkV7ED0awdQXBn8KyMNV-N87p3QDPkXB38lx1e1JGcH1lXNCKUbUWC9u1MPJhdlRnycURwTS1nnl3PQUtSPUInPI_UcDRazuPjgrItQKvne1q31xcW6arHGSfmM7WQ_7-VaSfKHMgK9UQHTh2bK0TLhC2SXHwbA9DYgGgrQPSlRxQy8P1vhBgDsHmtG7IbJaTgohK-jl7SmWvfY0N_941teeM4Cf1lc23jZ3wY.QCd29akiGjysfTjw1tycrBlFt3-aXtszyaGfr1oZ3ts&dib_tag=se&keywords=A+última+grande+lição&qid=1784395780&sprefix=a+última+grande+lição%252Caps%252C275&sr=8-1;8543106141
Não Conte a Ninguém;finished;Harlan Coben;359;14:50:14;4.5;29/09/2025;EUA;Thriller;;53414;nao-conte-a-ninguem.jpg;https://www.amazon.com.br/Não-conte-ninguém-Harlan-Coben/dp/8580419689/ref=sr_1_1?__mk_pt_BR=ÅMÅ_ÕÑ&crid=24YU221DR8F0F&dib=eyJ2IjoiMSJ9.NECBBv2VJM7QadbiVdYhwb_Lgzum3mOvcLMfElwPO0PTZbHbUF0WgvLqohLX_K9zgK-Bj0WdYa0Sa1qvsnUzgNJzrcd9y5zIWkgQjj69dyCimdT9x0B3lvIYj_Km4PwqcdqK76X_oZyKV4xvayqSfJ94urJnzySMEBkZescPMvd3TJBCmeTqMwTDsG3H7wb65Di9M3DJ8FR-qRwJpuTEYAQtru1hZyJ8-HDevzx3dXzhSx0n8_9p51TwV_huji7qIsFDE-jRtVDGi0PqPQwiD0xyWQE-jJNnzG-MEtGXl2E.LIc83kc68RBwkIDRwy-qlGLcEIGHu35bh2EVqM-xcEM&dib_tag=se&keywords=Não+Conte+a+Ninguém&qid=1784395792&sprefix=não+conte+a+ninguém%252Caps%252C275&sr=8-1;8580419689
O Velho e o mar;finished;Ernest Hemingway;169;06:59:05;4.2;19/09/2025;EUA;Clássico;;25145;o-velho-e-o-mar.jpg;https://www.amazon.com.br/velho-mar-Ernest-Hemingway/dp/852861798X/ref=sr_1_1?__mk_pt_BR=ÅMÅ_ÕÑ&crid=2V4OQEHDOFSA0&dib=eyJ2IjoiMSJ9.nw9_dXFSxdpdgB2C-DCdj4872tjFDgmNHdQiF0rl1J_8I_Zei3ddE5vdfHDvT0DuZ0TSrC2PLziy3yEGMaJ46wcc3K-2gyoXsIX_gfi8CpQRA70BW8T44n7C2BLZ8HTE0GIIp8QNLbe0HXpxCDcUf4k_njcIhhY3hA5my8d4X9E27qfHLxWPpTc5JZuVi4I8oqtcNVQbWlcSG8vTDu3OGx6HCQxWbkjfZQ3phzB3D6o05i7GtaJCWDvfoWRtUW3Z52p_QAlgsDMMi7y2Ca9K1Rv5_hVl-8y_INigKtOkTl4.QkeQJ21nQBJMklpKuQCkMIG4cKqA3YKcGbu47VGrlg8&dib_tag=se&keywords=O+Velho+e+o+mar&qid=1784395806&sprefix=o+velho+e+o+mar%252Caps%252C272&sr=8-1;852861798X
Vamos comprar um Poeta;finished;Afonso Cruz;79;03:15:54;4.9;11/08/2025;Portugal;Ficção, Sátira;;11754;vamos-comprar-um-poeta.jpg;https://www.amazon.com.br/Vamos-comprar-poeta-Afonso-Cruz/dp/8583181403/ref=sr_1_1?__mk_pt_BR=ÅMÅ_ÕÑ&crid=389VOTX9GSSSJ&dib=eyJ2IjoiMSJ9.26z8dYgbDpnXpWLVRGV4D-zycKVvG9Cy1C7UmJiMvzYxC7a3-PkRjDTDaeusCkNqZWI5fHI0bBhzaTCo6XRHgBu4h2-5xF0-TZ-ELKeZWYCecD5TJeZ5CR3wnTR0KHE4eOO9lxxceycuvGVIa5RsWGyoiz-2kyPLIQ6GStHJRMN1wcgSVO883ei1-SJPEcvfrX9n1IlhZhcYPdamFYfaIw.Q6UqFtZjAtzeXpsrXuVrOmcJFmlQzKGMVJ7jerw0e7U&dib_tag=se&keywords=Vamos+comprar+um+Poeta&qid=1784395817&sprefix=vamos+comprar+um+poeta%252Caps%252C283&sr=8-1;8583181403
O palhaço e o psicanlista;finished;Claudio Thebas;256;10:34:49;4.6;04/08/2025;Brasil;Psicologia;;38089;o-palhaco-e-o-psicanalista.jpg;https://www.amazon.com.br/palhaço-psicanalista-estudar-outros-transformar/dp/6555352833/ref=sr_1_1?crid=2P0P1PD2I0OY3&dib=eyJ2IjoiMSJ9.0LJxWawzVfxW4HLX6s_qOroPtKWQG0gvPkcRJ2gbIGD8vc5BBB9WdpvCQ3PRKfxraJmDOkjiNSkRPmXbONNOWzuUSEAwg-2wpXtrl6yXhu30UBi7ds5on7zT64KhA4n1H0k5UeEIUVRzjX1AW5zKNOdrmOH9Zmm5TQNECAH0prpjzBMW_AMYokPSpGXHWKzu2OkTNfGC8ZX-ldoAoIj6kTutU80Ftrv21h5QOIudIrgwPNcOjmMS80X2f1KkimfoIQYhGZ2f2Yqh0TehpPaZ_xBokagPRbIPpOszIJ8hmio.p0_WSBFFH2CIoV-5H9__dxNKE-CcRdANzUGIqqvpp6M&dib_tag=se&keywords=o+palhaço+e+o+psicanalista&qid=1784395835&sprefix=O+palhaço+e+o+p%252Caps%252C258&sr=8-1;6555352833
Em Agosto nos vemos;finished;Gabriel Garcia Márquez;132;05:27:20;3.8;05/07/2025;Colômbia;Ficção, Romance;;19640;em-agosto-nos-vemos.jpg;https://www.amazon.com.br/agosto-vemos-Gabriel-García-Márquez/dp/8501920010/ref=sr_1_1?__mk_pt_BR=ÅMÅ_ÕÑ&crid=1TJR4119E7RL0&dib=eyJ2IjoiMSJ9.V-hkNKKKGMyFzYh_mzk8yP1_BfVctHAefKZFtmKBUerrAHx_RsMm2motWPzTPImeA-DtrSDYqFxHidBI7CdTBHX9GHw09GCWERIF9OHTZ5yqeiOu3_anSnOS2kDUUQ7VRpPlYq-TTiK67zC4PdduEgtKOTmGfrWiqdvABixHArLPG6p3bhFXFyZeCF_0GtIJj83QTfkS4_SmIwiM_IwC-A.vMRYqwNqshZCLvBAhAXqHAZb_H2qR-X53aDcoIGdjBE&dib_tag=se&keywords=Em+Agosto+nos+vemos&qid=1784395877&sprefix=o+palhaço+e+o+psicanalista%252Caps%252C291&sr=8-1;8501920010
Ikigai;finished;Héctor Garcia;188;07:46:11;4.8;30/07/2025;Japão;Desenvolvimento Pessoal;;27971;ikigai.jpg;https://www.amazon.com.br/Ikigai-edição-segredo-japonês-longa/dp/8551009605/ref=sr_1_1?__mk_pt_BR=ÅMÅ_ÕÑ&crid=1CGWJM0BX11PK&dib=eyJ2IjoiMSJ9.tYL67pyI79nuXZ7QADSZeqnrexfoYIlao6cqAJ3D2yXvw0F7VyrCQVvXmpfFucifvN1z9KvdBy9g48St2zdFpMgBi5qn5uIoBygg-3G-mlpvTTjahQOq0PeIWxDVSYOVKQq3EYQDjJdYEWLAiRNfhFQgRp1XOexd521EeFJvqBiHXQ_eaPMcGGkk4xahNvcdWnPW2h-5gQxDpxOTSfRbAh14SkOGnvS0MEzgfeyn21ytNjX0aidoS6Tu63YwnhxISipygmf5lxqX3dfuAe1JbmvnjqnCjYwu2bWDLaqAN2I.n9pJEbT6AHcuzdDvckk9lXGvQPuq7pbLE7njdmADZt8&dib_tag=se&keywords=Ikigai&qid=1784396221&sprefix=ikigai3%252Caps%252C287&sr=8-1;8551009605
Factfulness;finished;Hans Rosling;342;14:08:04;4.1;09/06/2025;Suécia;Não Ficção;;50884;factfulness.jpg;https://www.amazon.com.br/Factfulness-hábito-libertador-opiniões-baseadas/dp/8501116521/ref=sr_1_1?__mk_pt_BR=ÅMÅ_ÕÑ&crid=3AWMHWGW5FFMR&dib=eyJ2IjoiMSJ9.7aKGuj_MOmBAo36KvxnzEIN8JbC9Exm1iFbkFTNuP9Lm-DdnjIaJxA3iAoPGXoR_pTiAArTkWDYYsRSfsM_8j5roufdYo8BLokjUuSbwBLOeBU_f26oZ8m3lOsU_hISwWkHJ0wsWg6XkFeor707PE-w5lynJyU0EZPpZaTF72cBd6AA7mN6gfvj9vQaag6w63O3w1LvyD5Ad1On8NHsDK9HB5XFIx0MlsX63vUdgXhbsYIzJ6_-LC2AA47DccsR4mFwuhFYLPM3Wbj57hoQC6bctRi0v4prMaQX13jZpWw8.ActTaStbHcZ5Pg4K_9pkEbZHPujOpYxZJ0GuG9uWunI&dib_tag=se&keywords=Factfulness&qid=1784396237&sprefix=ikigai%252Caps%252C281&sr=8-1;8501116521
Liderando com o coração;finished;Mike Krzyzewski;144;05:57:05;4.9;20/05/2025;EUA;Liderança;;21425;liderando-com-o-coracao.jpg;https://www.amazon.com.br/Liderar-com-coração-Mike-Krzyzewski/dp/8543103924/ref=sr_1_1?__mk_pt_BR=ÅMÅ_ÕÑ&crid=33S7U5Q4Z2ED2&dib=eyJ2IjoiMSJ9.9xvxFzDqADIkdNED4WSAi6JV8G1_gEJG5WXUEMmQDZcwkdmvXc4oCtvj0gd5InoTV5yO-i43FEhouojNf5fdNWYVHjpou2cTBXEQKknBv_txy2h4dEfzVz5x49G8AcTiicjKut8c6M4t4HzhyGX3TIRbklx6kk-gP3LUaipPauzVwi-zgoutwUh7VW1e-NFH3-kQwyaQOvJXbMHRWRR0ng.WnJnYJy-2-loiChSl8N1tabnQO-BbA5dSy1kOY2D4TI&dib_tag=se&keywords=Liderando+com+o+coração&qid=1784396247&sprefix=liderando+com+o+coração%252Caps%252C297&sr=8-1;8543103924
Tudo é rio;finished;Carla Madeira;209;08:38:16;4.4;29/04/2025;Brasil;Romance;;31096;tudo-e-rio.jpg;https://www.amazon.com.br/Tudo-é-rio-Carla-Madeira/dp/6555871784/ref=sr_1_1?__mk_pt_BR=ÅMÅ_ÕÑ&crid=8V5QY5DM1FL9&dib=eyJ2IjoiMSJ9.ILwWZ1dbQGWG_XnWxAOc0W2TA02LhD7U6ohfcH0ZgmSpj7bh_Etz-V_NcNgCqOvUONP5b3h2FBPegANmivLTyLeJgwm4RmVUiSglbQ6l6aPEHbMppBC45arxyLqNcCg03L7MQmIR7iccCn6Osa-1q2ycRy46gnOaPTLadejfJSitK8i9Ll68BdAMZvmrMPRsl74yZlKpqhTlMc1cadyMwKT1PH6hKgUHDpM2AtL9Q4QfqkmGaIjrQQ7StWluhp5dt0KmlauR3GElnHl_OEglikPTil2z5ezyZJc63KJQiA0.7dH5wL4ET8AOCerxZRv4MVyYBWtKsQOGEo9FzehljZU&dib_tag=se&keywords=Tudo+é+rio&qid=1784396271&sprefix=tudo+é+rio%252Caps%252C270&sr=8-1;6555871784
A psicologia financeira;finished;Morgan Housel;304;12:33:50;3.6;18/03/2025;EUA;Finanças;;45230;a-psicologia-financeira.jpg;https://www.amazon.com.br/psicologia-financeira-atemporais-ganância-felicidade/dp/6555111100/ref=sr_1_1_sspa?__mk_pt_BR=ÅMÅ_ÕÑ&crid=RLNW5YWC9DS6&dib=eyJ2IjoiMSJ9.xvKNGzo6cPitTT_akG69yi0EbQeCEttepU5G1I9QTsTGc1Tk6p7qjrP5u_VyXqjmbrGl5z5o2Xua0Jt3vDEBg0dTBMKMNWBZchJyENyhdbuRkYbYQsQq0mU0xu4x-GShneH4-GxV6L2G7CfHHUDc5x70Eu8dsGhvmoSL-JaTSSg4TGuwjx9tTnPuEUwvJZWPfMjMeErlXGa2JNRQcjciIYHhKqE53El5li7q3uNmk3kMyOHOTj8EJ_yoiAy3hosqWqy0eE-bOHJGbtCdvdjy6NRqqAlGnmxLVA14mHiwitU.MftBpEKS_vtZ6h7keIMZXNtCGOa_cesOC0v-LdybKFY&dib_tag=se&keywords=A+psicologia+financeira&qid=1784396302&sprefix=a+psicologia+financeira%252Caps%252C295&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1;6555111100
Nexus;finished;Yuval Noah Harari;405;16:44:18;4.8;11/03/2025;Israel;História, Tecnologia;;60258;nexus.jpg;https://www.amazon.com.br/Nexus-história-informação-inteligência-artificial/dp/8535937811/ref=sr_1_1?__mk_pt_BR=ÅMÅ_ÕÑ&crid=74NVV82UYRED&dib=eyJ2IjoiMSJ9.aHUkA1ohw5rs_hWe65-kX3tXjMrj5TidWXq3OKDYvRVUa98WRFIlv9dsR3mz8OoXJFxkyRyrAczZL1RtqMQPfIdMwg1OesNcKehVda8m_orZSkuiXjtlI8PFIpjZGNvDQrAXUaS7X-RdURs50ZemGecdzJsXSewjJ4zXFkM094Gc2wHUAHRCy-M8UbJf9zjBwICvo0_HHH-10vnBCmEkl2dCE5_0Olfm_OrS_R6iUoMfz6viyhs32zPhHUAV9u-4csDhuQuQSzX6b15KhTbcCGmgmRMg7vhRM3JPECur85k.m8mFYFSvu16aNsZFS41FdjfF3dsSB_STKC5Okorl--0&dib_tag=se&keywords=yuval+Nexus&qid=1784396329&sprefix=yuvalnexus%252Caps%252C247&sr=8-1;8535937811
Essencialismo;finished;Greg McKeown;272;11:14:29;4.8;23/03/2025;EUA;Produtividade;;40469;essencialismo.jpg;https://www.amazon.com.br/Essencialismo-Greg-Mckeown/dp/8543102146/ref=sr_1_1?__mk_pt_BR=ÅMÅ_ÕÑ&crid=1HO7MNBR2JF8C&dib=eyJ2IjoiMSJ9.B3-ogy8_XKS-DTl982AXtR14Q1gOCiCx4eCw7IAtGNfP2wQpxH74RVmRBUhw2X9nZEXzjbDpjnZJH0Fwe_rmVilki_QUjyef2URfNwyvnUDeOquOEXrNn-TdoQFPKcXwYOYymS6cSJIESHqXik82WZIFSCvJUaFi9uFw2guEcPYGfVt-5sQcZRhAgFa_iknra7Dcxj-2QAvTU597fMU4GMIsmcNEagcdEaVM4mJ9rNHpehLl0mza5KgOsGYQKm4SSUCN6vp1F6FrxNid9gjibJBzj5tsyz1weZVfu3X4U6E.IXA5Fj7WMURDDmi3B0tJJFjUtv5QegINWW0-X7M9xwk&dib_tag=se&keywords=Essencialismo&qid=1784396343&sprefix=essencialismo%252Caps%252C283&sr=8-1;8543102146
A Bibilioteca da meia noite;finished;Matt Haig;308;12:43:46;3.9;11/11/2024;Reino Unido;Ficção;;45826;a-biblioteca-da-meia-noite.jpg;https://www.amazon.com.br/Biblioteca-Meia-Noite-Matt-Haig/dp/6558380544/ref=sr_1_1?crid=21NTFW2MZC5EF&dib=eyJ2IjoiMSJ9.Up5r5DNYDg12LbCkr4hp3DhUgovwGp0q2Ww9Gofx2GC_H1wtQ1ym5tfA9XGWAfGrz8x5ra0tXTM5PfwLrLazV4_dWYtq1fUQTq_-2ZYQPymW_gAjnK3HgYLCgKPCvInLjm2oWFmcn1BhkE1XlvStlKZixqBAqdwT4tlF7tf1oS-gu8CIhr5OwCg0vq2jW4oeVzZozl9mjA5c20tsQ5JSIcYZFt1dySn0OuL_AXf0mpZLnb1Z3B_RVKUg0c2MA85bzjUPMlf26WksDR7s6Cr8T3V00li2OCNpfriLi-aCOWQ.TJr8iYvS5al9wWxPfVdoGyHGLn2viA-rXW6I9Ehe7ok&dib_tag=se&keywords=biblioteca+da+meia+noite&qid=1784155785&sprefix=biblioteca%2Caps%2C257&sr=8-1;6558380544
